name,year,country,scoring,drive_distance,gir_pct,sg_p,sg_ttg,sg_t,top_10,win
Brett Stegmaier,2017,USA,72.115,288.7,66.74,-0.514,-0.751,-1.265,0,0
Brett Wetterich,2007,USA,70.902,303.3,66.28,-0.533,0.667,0.134,4,0
Brett Wetterich,2010,USA,70.847,307.3,68.11,-0.126,0.23,0.107,1,0
Brian Bateman,2007,USA,71.657,291.6,61.33,-0.079,-0.66,-0.739,1,1
Brian Campbell,2017,USA,71.924,296.0,63.29,0.385,-0.812,-0.428,0,0
Brian Davis,2007,ENG,70.799,279.6,64.96,0.065,0.528,0.593,3,0
Brian Davis,2008,ENG,70.718,277.7,65.23,-0.08,0.385,0.305,2,0
Brian Davis,2009,ENG,70.688,283.3,64.65,0.001,0.295,0.297,4,0
Brian Davis,2010,ENG,71.376,278.9,63.09,-0.249,0.067,-0.181,2,0
Brian Davis,2011,ENG,70.469,283.3,67.35,-0.035,0.64,0.605,2,0
Brian Davis,2012,ENG,70.807,277.1,63.47,0.37,0.224,0.594,4,0
Brian Davis,2013,ENG,70.69,278.8,62.15,0.232,0.458,0.689,4,0
Brian Davis,2014,ENG,71.232,278.2,61.47,0.145,-0.085,0.061,0,0
Brian Davis,2015,ENG,71.656,275.5,62.26,0.081,-0.593,-0.512,2,0
Brian Gay,2007,USA,70.877,270.0,62.94,0.384,-0.028,0.356,2,0
Brian Gay,2008,USA,70.015,270.5,63.71,0.511,0.205,0.716,6,1
Brian Gay,2009,USA,70.4,268.5,62.44,0.726,-0.095,0.632,4,2
Brian Gay,2010,USA,70.756,266.4,63.44,0.73,-0.211,0.518,2,0
Brian Gay,2011,USA,70.214,269.8,63.44,0.556,0.181,0.737,3,0
Brian Gay,2012,USA,70.767,277.7,62.71,0.704,-0.556,0.148,3,0
Brian Gay,2013,USA,71.16,275.1,56.68,0.428,-0.694,-0.266,1,1
Brian Gay,2014,USA,71.493,271.6,59.21,0.268,-0.733,-0.465,1,0
Brian Gay,2017,USA,70.585,278.7,63.53,0.451,-0.168,0.282,3,0
Brian Gay,2018,USA,70.28,282.9,64.52,0.442,0.123,0.565,6,0
Brian Gay,2019,USA,71.356,274.9,64.36,0.335,-0.613,-0.278,2,0
Brian Gay,2020,USA,71.407,288.5,64.81,0.129,-0.707,-0.578,2,0
Brian Gay,2021,USA,72.193,286.8,60.71,0.203,-1.421,-1.218,1,0
Brian Harman,2012,USA,70.821,290.3,63.92,0.132,0.068,0.199,1,0
Brian Harman,2013,USA,71.29,287.5,62.61,0.147,-0.443,-0.296,2,0
Brian Harman,2014,USA,70.391,289.0,64.26,0.113,0.403,0.515,6,1
Brian Harman,2015,USA,70.647,287.9,66.67,0.236,0.177,0.413,3,0
Brian Harman,2016,USA,70.996,289.7,64.85,0.485,-0.225,0.26,2,0
Brian Harman,2017,USA,70.402,289.9,63.78,0.6,0.146,0.746,7,0
Brian Harman,2018,USA,70.536,291.9,67.59,0.273,0.017,0.29,8,0
Brian Harman,2019,USA,71.016,288.4,64.17,0.09,0.256,0.346,4,0
Brian Harman,2020,USA,70.041,293.0,65.67,0.308,0.459,0.767,1,0
Brian Harman,2021,USA,70.158,291.7,64.33,0.432,0.385,0.816,5,0
Brian Harman,2022,USA,70.195,292.2,67.09,0.118,0.49,0.608,6,0
Brian Stuard,2010,USA,71.595,286.9,65.04,0.289,-1.033,-0.746,1,0
Brian Stuard,2013,USA,70.869,281.8,65.77,0.067,-0.135,-0.068,4,0
Brian Stuard,2014,USA,70.549,283.4,63.86,0.283,0.042,0.326,4,0
Brian Stuard,2015,USA,71.341,276.5,63.2,0.116,-0.356,-0.24,1,0
Brian Stuard,2016,USA,71.242,277.7,63.3,-0.022,-0.07,-0.093,1,1
Brian Stuard,2017,USA,71.72,272.3,63.59,-0.047,-0.296,-0.343,0,0
Brian Stuard,2018,USA,71.038,278.9,67.12,0.164,-0.101,0.062,3,0
Brian Stuard,2019,USA,70.999,276.6,64.89,0.176,0.217,0.393,3,0
Brian Stuard,2020,USA,70.885,281.5,65.09,0.114,0.138,0.252,2,0
Brian Stuard,2021,USA,70.924,277.8,66.72,0.23,0.085,0.315,3,0
Brian Stuard,2022,USA,71.332,277.4,64.98,-0.349,-0.307,-0.656,2,0
Brian Vranesh,2009,USA,71.782,288.2,63.83,-0.109,-0.752,-0.861,1,0
Brice Garnett,2014,USA,71.039,289.3,65.15,0.109,-0.255,-0.147,1,0
Brice Garnett,2015,USA,71.453,287.1,68.28,-0.089,-0.443,-0.532,1,0
Brice Garnett,2018,USA,71.018,296.7,66.78,-0.076,-0.234,-0.31,2,0
Brice Garnett,2019,USA,71.067,287.4,69.54,0.091,-0.125,-0.034,2,0
Brice Garnett,2021,USA,70.82,288.1,68.12,0.396,-0.321,0.075,3,0
Briny Baird,2007,USA,70.662,292.1,69.27,-0.049,0.635,0.586,1,0
Briny Baird,2008,USA,70.187,285.2,70.0,-0.231,0.931,0.7,3,0
Briny Baird,2009,USA,70.641,282.1,68.95,-0.337,0.666,0.329,3,0
Briny Baird,2010,USA,70.639,282.0,69.41,-0.026,0.188,0.169,1,0
Briny Baird,2011,USA,70.435,289.1,69.14,0.078,0.465,0.543,3,0
Briny Baird,2014,USA,71.679,281.6,63.44,-0.156,-0.419,-0.575,1,0
Bronson Burgoon,2016,USA,71.132,293.1,66.24,0.015,-0.217,-0.202,0,0
Bronson Burgoon,2018,USA,70.701,302.8,68.44,0.107,0.373,0.481,2,0
Bronson Burgoon,2019,USA,71.295,296.1,67.98,-0.291,-0.053,-0.344,2,0
Bronson Burgoon,2020,USA,70.809,294.6,66.88,0.363,-0.095,0.268,1,0
Bronson La'Cassie,2014,AUS,71.772,284.9,61.35,-0.088,-0.431,-0.519,0,0
Brooks Koepka,2015,USA,69.861,308.2,69.48,0.421,0.66,1.081,8,1
Brooks Koepka,2016,USA,69.956,302.6,66.98,0.445,0.648,1.092,7,0
Brooks Koepka,2017,USA,69.847,311.1,63.47,0.581,0.623,1.204,7,0
Brooks Koepka,2018,USA,69.444,313.4,68.28,0.168,1.052,1.22,6,0
Brooks Koepka,2019,USA,69.395,309.0,69.97,0.226,1.14,1.366,9,0
Brooks Koepka,2020,USA,70.546,307.0,66.81,-0.236,0.656,0.42,2,0
Brooks Koepka,2021,USA,69.938,310.7,68.01,0.187,1.171,1.357,8,0
Brooks Koepka,2022,USA,71.234,311.9,63.16,0.262,-0.137,0.124,2,0
Bryce Molder,2007,USA,72.853,291.2,59.47,0.186,-1.629,-1.443,1,0
Bryce Molder,2009,USA,70.208,283.1,67.12,0.747,-0.214,0.533,3,0
Bryce Molder,2010,USA,70.403,278.0,65.28,0.476,0.034,0.507,6,0
Bryce Molder,2011,USA,70.433,282.0,65.0,0.77,-0.116,0.653,6,1
Bryce Molder,2012,USA,71.028,277.5,64.91,0.666,-0.345,0.321,2,0
Bryce Molder,2013,USA,70.52,273.8,63.68,0.594,-0.09,0.504,0,0
Bryce Molder,2014,USA,71.112,278.7,63.93,0.249,-0.482,-0.233,2,0
Bryce Molder,2015,USA,70.779,277.9,65.45,0.508,-0.319,0.189,2,0
Bryce Molder,2016,USA,70.901,280.2,61.32,0.553,-0.013,0.54,5,0
Bryce Molder,2017,USA,71.817,277.0,61.79,0.383,-1.229,-0.846,0,0
Bryson DeChambeau,2017,USA,70.866,299.4,65.48,-0.193,0.383,0.19,2,0
Bryson DeChambeau,2018,USA,69.646,305.7,69.65,0.346,1.212,1.558,9,0
Bryson DeChambeau,2019,USA,70.177,302.5,66.2,0.372,0.641,1.013,5,0
Bryson DeChambeau,2020,USA,69.241,322.1,68.46,0.658,0.908,1.566,9,0
Bryson DeChambeau,2021,USA,69.728,323.7,67.15,0.456,1.367,1.823,9,0
Bubba Dickerson,2007,USA,72.712,298.9,59.34,-0.66,-0.97,-1.63,0,0
Bubba Watson,2007,USA,70.914,315.2,65.49,0.085,0.288,0.372,5,0
Bubba Watson,2008,USA,70.789,315.1,67.6,-0.385,0.904,0.518,3,0
Bubba Watson,2009,USA,70.61,311.4,64.23,0.08,0.469,0.548,2,0
Bubba Watson,2010,USA,70.229,309.8,68.54,-0.077,0.77,0.695,4,1
Bubba Watson,2011,USA,70.625,314.9,69.83,-0.182,0.775,0.593,3,2
Bubba Watson,2012,USA,69.639,315.5,69.95,-0.28,1.809,1.529,7,1
Bubba Watson,2013,USA,70.276,303.7,69.41,-0.096,1.164,1.069,3,0
Bubba Watson,2014,USA,69.712,314.3,67.96,-0.05,1.402,1.352,8,2
Bubba Watson,2015,USA,69.296,315.2,69.32,0.212,1.876,2.088,10,2
Bubba Watson,2016,USA,70.333,310.6,69.16,-0.367,1.359,0.992,4,1
Bubba Watson,2017,USA,71.175,305.8,62.87,-0.187,0.272,0.085,4,0
Bubba Watson,2018,USA,70.384,313.1,68.21,0.001,0.554,0.555,6,0
Bubba Watson,2019,USA,70.71,311.6,66.76,-0.344,0.624,0.281,3,0
Bubba Watson,2020,USA,70.308,311.0,67.68,0.064,0.648,0.711,3,0
Bubba Watson,2021,USA,70.871,304.6,67.95,-0.21,0.751,0.541,5,0
Bud Cauley,2012,USA,70.458,291.6,66.55,0.065,0.655,0.721,6,0
Bud Cauley,2013,USA,71.445,287.5,63.76,-0.57,0.323,-0.247,0,0
Bud Cauley,2014,USA,71.06,293.4,67.46,-0.389,0.284,-0.105,1,0
Bud Cauley,2017,USA,70.432,295.9,67.36,-0.273,0.803,0.53,5,0
Bud Cauley,2018,USA,71.356,295.4,64.26,0.367,0.094,0.461,2,0
Bud Cauley,2019,USA,70.574,293.4,67.21,-0.052,0.61,0.558,2,0
Bud Cauley,2020,USA,70.308,290.5,65.57,0.052,0.586,0.638,2,0
Byeong Hun An,2017,KOR,70.887,300.3,64.04,-0.375,0.964,0.589,3,0
Byeong Hun An,2018,KOR,70.19,307.9,67.99,-0.285,1.091,0.805,4,0
Byeong Hun An,2019,KOR,70.48,307.1,67.75,-0.583,1.402,0.819,3,0
Byeong Hun An,2020,KOR,70.568,305.7,65.78,-0.525,0.58,0.055,5,0
Byron Smith,2015,USA,71.801,291.9,68.89,-0.597,-0.276,-0.873,0,0
C.T. Pan,2017,TPE,71.109,287.2,67.25,-0.013,-0.074,-0.087,3,0
C.T. Pan,2018,TPE,70.457,292.7,71.2,-0.067,0.544,0.478,2,0
C.T. Pan,2019,TPE,70.966,285.0,64.16,-0.062,0.12,0.059,2,0
C.T. Pan,2021,TPE,70.922,296.3,65.83,-0.108,0.382,0.274,2,0
C.T. Pan,2022,TPE,70.803,296.7,66.53,0.022,0.254,0.276,2,0
Callum Tarren,2022,ENG,70.801,312.4,66.91,-0.013,0.222,0.208,3,0
Cam Davis,2020,AUS,70.639,308.0,69.25,0.005,0.556,0.56,2,0
Cam Davis,2021,AUS,70.779,309.0,65.31,0.173,0.299,0.472,3,0
Cam Davis,2022,AUS,70.714,308.5,65.31,0.096,0.446,0.542,5,0
Cameron Beckman,2007,USA,70.845,291.9,69.87,-0.072,0.49,0.418,3,0
Cameron Beckman,2008,USA,71.238,281.9,65.82,-0.282,0.171,-0.111,2,1
Cameron Beckman,2009,USA,70.868,287.0,65.53,-0.009,0.018,0.009,2,0
Cameron Beckman,2010,USA,71.395,285.7,66.15,-0.297,-0.253,-0.545,3,1
Cameron Beckman,2011,USA,71.642,284.3,63.18,-0.112,-0.541,-0.653,0,0
Cameron Beckman,2012,USA,71.726,285.2,65.3,-0.353,-0.336,-0.689,0,0
Cameron Champ,2019,USA,71.393,317.9,69.3,-0.099,-0.276,-0.374,3,0
Cameron Champ,2020,USA,70.868,322.0,67.7,-0.173,0.563,0.39,2,0
Cameron Champ,2021,USA,72.088,317.1,66.0,-0.608,0.001,-0.607,2,0
Cameron Champ,2022,USA,71.527,321.4,67.16,-0.177,0.095,-0.082,2,0
Cameron Percy,2010,AUS,71.622,294.0,70.42,-0.491,0.255,-0.236,1,0
Cameron Percy,2013,AUS,71.106,293.6,65.74,0.121,-0.288,-0.167,0,0
Cameron Percy,2015,AUS,71.039,290.0,67.78,-0.142,0.163,0.02,1,0
Cameron Percy,2017,AUS,71.03,292.5,69.91,-0.205,0.123,-0.082,1,0
Cameron Percy,2020,AUS,71.073,295.0,69.63,-0.028,0.14,0.113,1,0
Cameron Percy,2021,AUS,71.037,286.7,72.58,-0.352,0.46,0.108,2,0
Cameron Smith,2016,AUS,71.759,286.3,62.72,-0.057,-0.706,-0.763,0,0
Cameron Smith,2017,AUS,70.909,292.6,63.14,0.084,0.418,0.502,4,0
Cameron Smith,2018,AUS,70.517,298.4,63.18,0.115,0.104,0.219,7,0
Cameron Smith,2019,AUS,70.814,294.2,63.66,0.157,0.167,0.324,3,0
Cameron Smith,2020,AUS,70.643,299.8,64.06,0.28,-0.134,0.146,2,0
Cameron Smith,2021,AUS,69.969,297.9,65.72,0.573,0.533,1.106,8,0
Cameron Smith,2022,AUS,69.203,299.7,68.01,0.563,0.869,1.433,7,0
Cameron Tringale,2010,USA,71.598,294.5,70.18,-0.711,0.243,-0.465,0,0
Cameron Tringale,2011,USA,70.751,294.3,67.3,0.197,0.042,0.239,4,0
Cameron Tringale,2012,USA,71.023,290.4,66.6,0.102,0.254,0.356,4,0
Cameron Tringale,2013,USA,70.724,287.2,67.01,0.104,0.239,0.343,1,0
Cameron Tringale,2014,USA,70.63,282.9,66.77,0.107,0.56,0.668,3,0
Cameron Tringale,2015,USA,70.92,281.8,64.58,0.125,0.244,0.369,3,0
Cameron Tringale,2016,USA,71.256,285.1,65.66,0.057,-0.081,-0.024,1,0
Cameron Tringale,2017,USA,71.343,280.9,64.39,0.125,-0.265,-0.14,3,0
Cameron Tringale,2019,USA,70.796,296.9,69.66,0.204,0.342,0.546,2,0
Cameron Tringale,2020,USA,70.534,301.9,69.66,0.086,0.702,0.788,1,0
Cameron Tringale,2021,USA,70.11,297.5,67.63,0.48,0.598,1.079,4,0
Cameron Tringale,2022,USA,70.761,301.9,67.45,0.007,0.262,0.269,5,0
Cameron Young,2022,USA,69.844,319.3,64.91,0.141,1.124,1.265,7,0
Camilo Villegas,2007,COL,70.163,298.3,65.72,0.046,0.903,0.949,6,0
Camilo Villegas,2008,COL,69.49,293.3,64.6,0.088,1.166,1.254,7,2
Camilo Villegas,2009,COL,70.29,293.0,66.67,-0.203,1.028,0.825,4,0
Camilo Villegas,2010,COL,70.425,289.6,66.05,-0.396,1.087,0.691,7,1
Camilo Villegas,2011,COL,71.024,294.4,62.5,-0.194,0.284,0.091,4,0
Camilo Villegas,2012,COL,71.079,290.3,69.55,-0.343,0.17,-0.174,0,0
Camilo Villegas,2013,COL,70.586,291.8,66.74,-0.149,0.608,0.458,2,0
Camilo Villegas,2014,COL,70.716,292.5,66.96,0.0,0.316,0.315,1,1
Camilo Villegas,2015,COL,71.067,292.2,63.05,0.195,-0.019,0.176,0,0
Camilo Villegas,2016,COL,71.44,287.0,62.1,0.203,-0.572,-0.369,0,0
Camilo Villegas,2017,COL,70.881,288.7,61.88,0.4,-0.182,0.218,2,0
Camilo Villegas,2021,COL,71.109,292.5,65.58,-0.277,0.401,0.124,2,0
Carl Pettersson,2007,SWE,70.453,288.5,63.84,0.232,0.589,0.821,6,0
Carl Pettersson,2008,SWE,70.245,286.0,63.54,0.534,0.22,0.754,5,1
Carl Pettersson,2009,SWE,71.544,288.6,62.53,0.321,-0.893,-0.572,1,0
Carl Pettersson,2010,SWE,70.552,282.1,63.8,0.818,-0.263,0.554,4,1
Carl Pettersson,2011,SWE,70.289,291.8,65.77,0.485,0.284,0.77,5,0
Carl Pettersson,2012,SWE,70.013,297.1,63.89,0.444,0.424,0.867,6,1
Carl Pettersson,2013,SWE,71.273,290.2,62.22,-0.028,-0.101,-0.129,1,0
Carl Pettersson,2014,SWE,70.52,295.5,66.67,-0.138,0.397,0.259,4,0
Carl Pettersson,2015,SWE,70.866,291.6,63.0,0.335,-0.099,0.236,3,0
Carlos Franco,2008,PAR,71.099,285.6,66.83,0.23,-0.19,0.04,0,0
Carlos Ortiz,2015,MEX,71.098,298.4,66.84,0.172,-0.048,0.124,1,0
Carlos Ortiz,2016,MEX,71.906,298.9,64.44,-0.223,-0.477,-0.701,0,0
Carlos Ortiz,2019,MEX,71.069,301.0,67.82,0.079,0.046,0.125,3,0
Carlos Ortiz,2020,MEX,70.528,300.3,66.74,0.095,0.363,0.458,3,0
Carlos Ortiz,2021,MEX,70.911,303.0,67.03,-0.019,0.418,0.399,3,0
Carlos Ortiz,2022,MEX,71.632,303.4,63.39,-0.061,-0.561,-0.622,1,0
Casey Wittenberg,2009,USA,71.52,285.0,67.64,-0.431,-0.03,-0.461,1,0
Casey Wittenberg,2013,USA,71.659,280.5,62.14,0.254,-0.874,-0.62,1,0
Chad Campbell,2007,USA,71.309,287.0,63.77,-0.477,0.24,-0.237,2,1
Chad Campbell,2008,USA,70.04,289.9,68.44,0.169,0.732,0.901,7,0
Chad Campbell,2009,USA,70.43,291.0,69.19,0.03,0.572,0.602,3,0
Chad Campbell,2010,USA,70.629,285.1,69.06,-0.106,0.75,0.645,2,0
Chad Campbell,2011,USA,70.273,291.1,71.13,-0.368,0.932,0.564,1,0
Chad Campbell,2012,USA,70.566,290.1,67.13,-0.425,0.708,0.283,3,0
Chad Campbell,2013,USA,71.234,288.9,67.03,-0.249,0.205,-0.044,1,0
Chad Campbell,2014,USA,70.59,287.8,72.43,-0.434,0.709,0.275,1,0
Chad Campbell,2015,USA,70.604,285.2,68.61,-0.045,0.482,0.437,2,0
Chad Campbell,2016,USA,70.566,287.9,68.15,-0.256,0.821,0.565,3,0
Chad Campbell,2017,USA,70.509,285.6,69.07,-0.286,0.691,0.405,3,0
Chad Campbell,2018,USA,71.683,286.5,65.54,-0.454,-0.029,-0.484,2,0
Chad Collins,2008,USA,71.538,277.5,60.86,0.648,-1.131,-0.483,0,0
Chad Collins,2010,USA,70.599,275.8,63.29,0.626,-0.483,0.143,3,0
Chad Collins,2014,USA,71.315,275.4,59.98,0.438,-0.884,-0.446,1,0
Chad Collins,2015,USA,70.681,278.4,66.1,0.012,0.201,0.214,1,0
Chad Collins,2016,USA,71.532,279.3,62.4,-0.004,-0.448,-0.452,1,0
Chad Collins,2017,USA,71.77,281.4,60.93,0.079,-0.533,-0.454,2,0
Chad Ramey,2022,USA,71.208,288.9,65.91,-0.205,-0.306,-0.51,2,0
Charl Schwartzel,2011,RSA,69.619,297.0,65.97,0.052,0.898,0.95,3,1
Charl Schwartzel,2012,RSA,70.281,295.8,62.65,0.084,0.84,0.925,2,0
Charl Schwartzel,2013,RSA,69.651,296.1,65.85,0.301,0.967,1.268,5,0
Charl Schwartzel,2014,RSA,69.671,297.8,63.53,0.055,1.286,1.341,5,0
Charl Schwartzel,2015,RSA,71.093,300.4,64.99,-0.555,0.629,0.073,3,0
Charl Schwartzel,2016,RSA,70.004,296.7,68.73,-0.137,1.18,1.043,5,1
Charl Schwartzel,2017,RSA,70.211,299.1,61.76,0.257,0.504,0.761,3,0
Charl Schwartzel,2018,RSA,71.349,299.5,61.11,0.081,-0.276,-0.195,3,0
Charl Schwartzel,2021,RSA,71.088,303.0,66.86,0.025,0.361,0.386,3,0
Charles Howell III,2007,USA,70.655,299.8,63.37,0.338,0.03,0.368,5,1
Charles Howell III,2008,USA,70.82,293.6,66.78,-0.104,0.648,0.545,4,0
Charles Howell III,2009,USA,70.459,292.7,67.09,-0.03,0.631,0.601,3,0
Charles Howell III,2010,USA,70.292,294.3,68.57,0.452,0.329,0.784,6,0
Charles Howell III,2011,USA,69.66,297.3,68.91,0.38,0.86,1.239,7,0
Charles Howell III,2012,USA,70.385,294.6,66.61,0.054,0.625,0.679,2,0
Charles Howell III,2013,USA,70.272,294.8,66.73,0.438,0.424,0.862,5,0
Charles Howell III,2014,USA,70.134,304.1,67.66,0.037,0.717,0.755,6,0
Charles Howell III,2015,USA,70.872,302.7,68.57,-0.216,0.599,0.383,3,0
Charles Howell III,2016,USA,70.418,303.4,68.01,0.133,0.54,0.673,5,0
Charles Howell III,2017,USA,70.371,296.9,67.01,0.172,0.32,0.492,5,0
Charles Howell III,2018,USA,70.219,300.9,69.33,0.219,0.582,0.801,4,0
Charles Howell III,2019,USA,70.483,302.8,70.51,0.291,0.518,0.809,5,0
Charles Howell III,2020,USA,70.716,301.1,68.76,0.217,-0.04,0.177,3,0
Charles Howell III,2021,USA,70.819,297.6,67.22,0.114,0.279,0.393,1,0
Charles Howell III,2022,USA,70.389,304.1,70.99,-0.195,0.876,0.68,1,0
Charles Warren,2007,USA,70.793,302.8,68.37,-0.324,0.638,0.314,3,0
Charles Warren,2008,USA,72.106,301.1,66.88,-0.947,0.031,-0.916,2,0
Charles Warren,2009,USA,71.097,298.5,68.52,-0.286,0.453,0.167,0,0
Charles Warren,2010,USA,70.917,302.5,71.74,-0.411,0.521,0.109,3,0
Charley Hoffman,2007,USA,71.229,299.9,64.03,0.153,-0.187,-0.034,2,1
Charley Hoffman,2008,USA,71.287,300.8,66.24,-0.118,0.038,-0.079,3,0
Charley Hoffman,2009,USA,70.438,300.8,66.78,0.096,0.513,0.609,4,0
Charley Hoffman,2010,USA,70.254,298.2,66.53,0.104,0.889,0.995,5,1
Charley Hoffman,2011,USA,71.097,299.8,66.79,-0.256,0.782,0.525,2,0
Charley Hoffman,2012,USA,71.139,295.5,66.35,-0.48,0.567,0.087,2,0
Charley Hoffman,2013,USA,70.497,294.0,65.48,0.128,0.45,0.578,5,0
Charley Hoffman,2014,USA,70.464,299.2,67.08,0.266,0.691,0.956,5,0
Charley Hoffman,2015,USA,70.613,298.9,66.19,0.065,0.269,0.335,7,1
Charley Hoffman,2016,USA,70.658,298.2,64.58,-0.036,0.598,0.562,1,1
Charley Hoffman,2017,USA,70.351,298.7,66.62,-0.012,0.903,0.892,7,0
Charley Hoffman,2019,USA,71.361,295.6,66.51,-0.158,0.216,0.057,2,0
Charley Hoffman,2020,USA,71.06,296.5,68.36,0.085,0.215,0.3,2,0
Charley Hoffman,2021,USA,70.326,306.5,67.85,0.33,0.864,1.194,5,0
Charlie Beljan,2012,USA,71.401,311.6,66.46,-0.421,-0.064,-0.485,3,1
Charlie Beljan,2013,USA,71.839,295.4,64.61,-0.205,-0.32,-0.524,1,0
Charlie Beljan,2014,USA,71.28,303.8,65.2,-0.231,-0.058,-0.289,1,0
Charlie Beljan,2015,USA,72.01,309.8,65.51,-0.799,-0.134,-0.933,1,0
Charlie Wi,2007,KOR,70.873,286.0,66.35,0.416,0.005,0.421,3,0
Charlie Wi,2008,KOR,70.229,287.4,66.44,0.014,0.456,0.47,4,0
Charlie Wi,2009,KOR,70.657,284.9,64.73,0.488,-0.16,0.329,3,0
Charlie Wi,2010,KOR,70.284,281.2,66.55,0.574,0.12,0.679,4,0
Charlie Wi,2011,KOR,70.757,285.8,63.65,0.808,-0.502,0.305,1,0
Charlie Wi,2012,KOR,70.697,285.6,59.69,0.279,0.004,0.283,4,0
Charlie Wi,2013,KOR,71.174,282.1,60.56,0.176,-0.427,-0.251,1,0
Charlie Wi,2014,KOR,71.067,281.0,60.87,0.112,-0.221,-0.108,0,0
Chase Seiffert,2020,USA,71.175,291.3,68.11,0.3,-0.103,0.196,1,0
Chase Seiffert,2021,USA,71.13,290.9,66.74,-0.131,0.09,-0.042,1,0
Chesson Hadley,2014,USA,71.212,290.6,63.03,0.041,-0.18,-0.14,4,1
Chesson Hadley,2015,USA,71.798,290.7,63.59,0.168,-0.525,-0.357,3,0
Chesson Hadley,2016,USA,71.541,296.5,65.26,-0.165,-0.047,-0.213,0,0
Chesson Hadley,2018,USA,70.311,300.0,67.68,0.208,0.65,0.859,7,0
Chesson Hadley,2019,USA,71.453,297.6,64.64,0.23,-0.357,-0.128,3,0
Chesson Hadley,2021,USA,71.134,297.5,64.58,0.552,-0.557,-0.005,1,0
Chesson Hadley,2022,USA,71.565,301.8,65.35,0.511,-0.684,-0.173,4,0
Chez Reavie,2008,USA,70.957,281.8,66.61,-0.194,0.138,-0.056,2,1
Chez Reavie,2009,USA,71.361,279.6,65.95,-0.195,-0.047,-0.241,1,0
Chez Reavie,2011,USA,70.744,293.5,68.6,-0.077,0.497,0.419,5,0
Chez Reavie,2012,USA,71.334,282.5,66.13,-0.206,0.16,-0.045,0,0
Chez Reavie,2013,USA,70.6,282.8,66.74,-0.009,0.383,0.375,0,0
Chez Reavie,2015,USA,71.146,286.3,69.64,-0.262,0.342,0.08,0,0
Chez Reavie,2016,USA,70.661,287.3,68.09,-0.262,0.761,0.5,2,0
Chez Reavie,2017,USA,70.244,285.2,67.31,0.417,0.423,0.84,4,0
Chez Reavie,2018,USA,70.432,286.5,68.67,0.192,0.483,0.674,3,0
Chez Reavie,2019,USA,70.247,287.0,67.93,0.062,0.762,0.824,6,0
Chez Reavie,2020,USA,71.043,284.4,67.24,-0.291,0.569,0.278,2,0
Chez Reavie,2021,USA,71.075,281.9,67.13,-0.445,0.632,0.187,1,0
Chez Reavie,2022,USA,71.039,283.9,66.54,-0.368,0.184,-0.184,3,0
Chris Couch,2007,USA,71.783,299.8,64.11,-0.135,-0.481,-0.616,0,0
Chris Couch,2010,USA,70.948,292.4,66.5,0.302,0.002,0.307,2,0
Chris Couch,2011,USA,70.595,296.8,64.99,0.397,0.052,0.45,3,0
Chris Couch,2012,USA,70.977,293.8,63.65,0.083,0.041,0.125,0,0
Chris DiMarco,2007,USA,70.913,282.4,60.53,-0.068,0.183,0.115,1,0
Chris DiMarco,2008,USA,71.378,277.4,63.35,0.133,-0.316,-0.183,1,0
Chris DiMarco,2009,USA,70.688,279.5,64.58,-0.116,0.254,0.138,0,0
Chris DiMarco,2010,USA,70.983,279.0,67.39,-0.058,0.115,0.052,1,0
Chris DiMarco,2011,USA,70.909,277.9,65.11,-0.145,0.123,-0.021,0,0
Chris DiMarco,2012,USA,71.488,273.0,60.55,-0.113,-0.364,-0.477,1,0
Chris Kirk,2011,USA,70.414,295.7,66.67,-0.202,0.634,0.432,4,1
Chris Kirk,2012,USA,70.891,291.8,66.6,-0.195,0.439,0.244,4,0
Chris Kirk,2013,USA,70.206,289.0,65.92,0.456,0.506,0.962,3,0
Chris Kirk,2014,USA,70.15,291.0,63.46,0.374,0.489,0.862,5,2
Chris Kirk,2015,USA,70.959,285.8,64.54,0.065,0.35,0.414,3,1
Chris Kirk,2016,USA,70.92,285.9,64.05,-0.006,0.66,0.653,3,0
Chris Kirk,2017,USA,71.255,287.0,66.73,-0.074,-0.155,-0.228,3,0
Chris Kirk,2018,USA,70.411,289.8,68.24,0.073,0.659,0.732,4,0
Chris Kirk,2021,USA,70.444,291.9,68.35,0.046,0.702,0.748,4,0
Chris Kirk,2022,USA,70.425,300.1,66.14,-0.033,1.031,0.999,4,0
Chris Riley,2007,USA,71.009,280.6,62.12,0.281,0.024,0.305,0,0
Chris Riley,2008,USA,71.237,279.1,61.89,0.213,-0.667,-0.454,1,0
Chris Riley,2009,USA,70.535,278.5,64.79,0.346,0.14,0.486,1,0
Chris Riley,2010,USA,70.345,278.3,67.33,0.185,0.351,0.538,3,0
Chris Riley,2011,USA,71.143,279.3,64.81,-0.292,0.201,-0.091,1,0
Chris Stroud,2007,USA,71.218,290.0,66.15,-0.087,0.046,-0.041,2,0
Chris Stroud,2008,USA,71.73,287.4,67.63,-0.413,-0.143,-0.556,2,0
Chris Stroud,2009,USA,70.748,290.7,68.72,-0.092,0.098,0.007,2,0
Chris Stroud,2010,USA,70.966,287.2,69.31,0.062,0.169,0.229,4,0
Chris Stroud,2011,USA,70.838,291.2,67.0,-0.155,0.212,0.057,2,0
Chris Stroud,2012,USA,70.878,286.6,63.37,0.082,0.04,0.121,2,0
Chris Stroud,2013,USA,70.546,277.0,64.33,0.34,0.276,0.616,4,0
